#jd flux err
2454443.68766419 1.01260444 0.00609439
2454443.70849752 1.01082247 0.00521630
2454443.72933085 1.00994738 0.00508176
2454443.75016419 0.99664996 0.00817239
2454443.77099752 0.96713623 0.00943151
2454443.79183086 0.94419740 0.00967983
2454443.81266419 0.92840258 0.00535675
2454443.83349752 0.93964418 0.00818528
2454443.85433086 0.96410803 0.00869623
2454443.87516419 0.98949371 0.00758206
2454443.89599753 1.00496235 0.00591455
2454443.91683086 1.00806128 0.00561296
2454443.93766419 1.00754892 0.00574242
2454443.95849753 1.00837939 0.00521780
2454443.97933086 1.01293879 0.00451455
2454444.00016420 1.01191289 0.00545719
2454444.02099753 1.01300623 0.00584748
2454444.04183086 1.01457136 0.00416094
2454444.06266420 1.01038953 0.00565300
2454444.08349753 1.00812550 0.00554325
2454444.10433087 1.00515047 0.00701043
2454444.12516420 1.00054841 0.00544881
2454444.14599753 0.99485083 0.00633434
2454444.16683087 0.99086655 0.00523681
2454444.18766420 0.97779828 0.01382956
2454444.20849754 0.88187020 0.04396677
2454444.22933087 0.70417071 0.05940283
2454444.25016420 0.50526633 0.05102758
2454444.27099754 0.43080977 0.01878944
2454444.29183087 0.56731149 0.06688694
2454444.31266421 0.77584859 0.05463142
2454444.33349754 0.92997641 0.03659553
2454444.35433087 0.98506028 0.00687312
2454444.37516421 0.98925300 0.00563569
2454444.39599754 0.99492139 0.00466081
2454444.41683087 1.00083999 0.00625291
2454444.43766421 1.00675034 0.00439505
2454444.45849754 1.00972752 0.00603124
2454444.47933088 1.01351561 0.00550727
2454444.50016421 1.01492253 0.00567892
2454444.52099754 1.01694109 0.00553496
2454444.54183088 1.01635214 0.00545870
2454444.56266421 1.01567420 0.00454652
2454444.58349755 1.01444665 0.00455460
2454444.60433088 1.01245202 0.00510377
2454444.62516421 1.00950284 0.00628326
2454444.64599755 1.00375723 0.00710598
2454444.66683088 0.98297628 0.01037472
2454444.68766422 0.95532558 0.00971969
2454444.70849755 0.93113199 0.00709980
2454444.72933088 0.92911639 0.00600285
2454444.75016422 0.94727573 0.00784366
2454444.77099755 0.97476901 0.00860758
2454444.79183089 0.99534824 0.00642520
2454444.81266422 1.00439759 0.00557692
2454444.83349755 1.00435414 0.00399006
2454444.85433089 1.00602323 0.00567411
2454444.87516422 1.00844620 0.00607960
2454444.89599756 1.00868453 0.00514047
2454444.91683089 1.01167785 0.00528167
2454444.93766422 1.01087423 0.00452437
2454444.95849756 1.01055907 0.00596137
2454444.97933089 1.00862734 0.00470146
2454445.00016423 1.00508139 0.00520696
2454445.02099756 0.99807556 0.00452019
2454445.04183089 0.99466208 0.00575430
2454445.06266423 0.99092768 0.00646403
2454445.08349756 0.98571159 0.00567905
2454445.10433090 0.94642956 0.02740553
2454445.12516423 0.80766107 0.05697826
2454445.14599756 0.61348139 0.06025743
2454445.16683090 0.44006289 0.03091593
2454445.18766423 0.47393146 0.04767272
2454445.20849757 0.66435960 0.06063400
2454445.22933090 0.85044741 0.04711795
2454445.25016423 0.96335983 0.02188342
2454445.27099757 0.98527086 0.00714255
2454445.29183090 0.99064887 0.00532771
2454445.31266424 0.99607467 0.00511163
2454445.33349757 1.00037261 0.00603543
2454445.35433090 1.00533937 0.00675878
2454445.37516424 1.01165409 0.00608806
2454445.39599757 1.01340212 0.00535799
2454445.41683090 1.01660697 0.00603407
2454445.43766424 1.01306076 0.00748249
2454445.45849757 1.01508625 0.00589737
2454445.47933091 1.01564916 0.00769015
2454445.50016424 1.01315106 0.00622377
2454445.52099757 1.00980896 0.00423339
2454445.54183091 1.00852929 0.00537651
2454445.56266424 0.99642417 0.00728433
2454445.58349758 0.96957373 0.00998878
2454445.60433091 0.94286578 0.01008879
2454445.62516424 0.92791228 0.00569930
2454445.64599758 0.93635538 0.00785103
2454445.66683091 0.95939274 0.00904443
2454445.68766425 0.98466228 0.00967597
2454445.70849758 1.00308271 0.00561316
2454445.72933091 1.00498591 0.00423714
2454445.75016425 1.00565286 0.00489067
2454445.77099758 1.00923833 0.00549862
2454445.79183092 1.01062156 0.00545641
2454445.81266425 1.01210413 0.00490398
2454445.83349758 1.01070352 0.00488456
2454445.85433092 1.01188385 0.00555254
2454445.87516425 1.00956345 0.00390922
2454445.89599759 1.00813913 0.00454173
2454445.91683092 1.00409691 0.00399874
2454445.93766425 0.99832491 0.00641515
2454445.95849759 0.99233818 0.00503837
2454445.97933092 0.99079764 0.00449803
2454446.00016426 0.98114822 0.01150471
2454446.02099759 0.90132609 0.03998256
2454446.04183092 0.74843744 0.05304712
2454446.06266426 0.50142030 0.03694477
2454446.08349759 0.42347881 0.01366632
2454446.10433093 0.54845405 0.05859931
2454446.12516426 0.74789887 0.06174525
2454446.14599759 0.90928586 0.03610508
2454446.16683093 0.98254419 0.00693556
2454446.18766426 0.98968956 0.00582570
2454446.20849760 0.99510509 0.00679374
2454446.22933093 0.99938798 0.00686699
2454446.25016426 1.00384506 0.00698497
2454446.27099760 1.00937851 0.00481158
2454446.29183093 1.01319192 0.00447745
2454446.31266426 1.01688777 0.00491413
2454446.33349760 1.01631325 0.00574713
2454446.35433093 1.01806635 0.00701358
2454446.37516427 1.01500247 0.00562676
2454446.39599760 1.01254977 0.00536573
2454446.41683093 1.01270256 0.00563144
2454446.43766427 1.01337293 0.00468407
2454446.45849760 1.00725663 0.00654772
2454446.47933094 0.98694360 0.00846459
2454446.50016427 0.96452151 0.00692895
2454446.52099760 0.93216302 0.00716446
2454446.54183094 0.92841694 0.00551297
2454446.56266427 0.94532197 0.00933562
2454446.58349761 0.97389966 0.01072901
2454446.60433094 0.99424662 0.00787268
2454446.62516427 1.00569873 0.00662199
2454446.64599761 1.00749624 0.00507150
2454446.66683094 1.00756332 0.00451287
2454446.68766428 1.00922495 0.00533069
2454446.70849761 1.01301775 0.00520155
2454446.72933094 1.01282998 0.00508577
2454446.75016428 1.01369110 0.00551527
2454446.77099761 1.01134934 0.00379110
2454446.79183095 1.01082444 0.00503942
2454446.81266428 1.00604427 0.00538870
2454446.83349761 1.00209589 0.00476100
2454446.85433095 0.99735692 0.00445919
2454446.87516428 0.99373285 0.00551384
2454446.89599762 0.98731604 0.00468405
2454446.91683095 0.93393336 0.01647605
2454446.93766428 0.83833295 0.04781492
2454446.95849762 0.64619579 0.06122511
2454446.97933095 0.50360361 0.02547873
2454447.00016429 0.45655229 0.03790089
2454447.02099762 0.63594658 0.06165788
2454447.04183095 0.80395302 0.03673838
2454447.06266429 0.98265229 0.00412113
2454447.08349762 0.98779616 0.00598431
2454447.10433096 0.99181908 0.00540262
2454447.12516429 0.99689441 0.00550485
2454447.14599762 1.00253916 0.00653304
2454447.16683096 1.00619378 0.00532595
2454447.18766429 1.01175274 0.00396999
2454447.20849762 1.01621196 0.00539938
2454447.22933096 1.01717259 0.00459481
2454447.25016429 1.01831950 0.00621044
2454447.27099763 1.01722983 0.00516795
2454447.29183096 1.01556159 0.00529696
2454447.31266429 1.01400422 0.00597269
2454447.33349763 1.01179007 0.00505785
2454447.35433096 1.01266427 0.00709838
2454447.37516430 0.99863988 0.00890543
2454447.39599763 0.97776345 0.01067851
2454447.41683096 0.95140653 0.00786514
2454447.43766430 0.93261822 0.00486779
2454447.45849763 0.93598338 0.00827592
2454447.47933097 0.95694284 0.00875861
2454447.50016430 0.98199421 0.00770496
2454447.52099763 1.00330002 0.00536889
2454447.54183097 1.00661137 0.00642383
2454447.56266430 1.00824584 0.00430268
2454447.58349764 1.00836390 0.00575326
2454447.60433097 1.01226818 0.00432996
2454447.62516430 1.01402584 0.00447500
2454447.64599764 1.01487131 0.00469907
2454447.66683097 1.01373819 0.00434118
2454447.68766431 1.01067034 0.00485612
2454447.70849764 1.00921237 0.00526241
2454447.72933097 1.00522969 0.00519681
2454447.75016431 1.00066465 0.00506027
2454447.77099764 0.99592090 0.00517367
2454447.79183098 0.99183295 0.00545838
2454447.81266431 0.98371933 0.00710940
2454447.83349764 0.93302551 0.02231240
2454447.85433098 0.74665705 0.04922254
2454447.87516431 0.55974782 0.05839526
2454447.89599765 0.42586016 0.01732296
2454447.91683098 0.55457503 0.06427468
2454447.93766431 0.72283379 0.05728036
2454447.95849765 0.89115518 0.03914224
2454447.97933098 0.97048287 0.01525691
2454448.00016432 0.98820074 0.00478517
2454448.02099765 0.99238917 0.00534788
2454448.04183098 0.99569778 0.00513959
2454448.06266432 1.00406464 0.00434926
2454448.08349765 1.00645448 0.00544933
2454448.10433098 1.00991827 0.00393605
2454448.12516432 1.01323430 0.00485101
2454448.14599765 1.01554633 0.00505481
2454448.16683099 1.01520441 0.00438694
2454448.18766432 1.01537099 0.00481441
2454448.20849765 1.01251418 0.00512592
2454448.22933099 1.01060689 0.00488473
2454448.25016432 1.00850976 0.00536900
2454448.27099766 1.00589154 0.00645680
2454448.29183099 0.99391282 0.00934092
2454448.31266432 0.96120153 0.00934693
2454448.33349766 0.93690860 0.00856994
2454448.35433099 0.92775646 0.00709691
2454448.37516433 0.94215270 0.01222769
2454448.39599766 0.96623580 0.01042753
2454448.41683099 0.99001858 0.00635787
2454448.43766433 1.00215902 0.00494566
2454448.45849766 1.00445853 0.00488852
2454448.47933100 1.00827063 0.00537735
2454448.50016433 1.00833371 0.00495163
2454448.52099766 1.00937096 0.00509361
2454448.54183100 1.01208151 0.00566246
2454448.56266433 1.01318596 0.00565932
2454448.58349767 1.01390536 0.00510870
2454448.60433100 1.01013451 0.00581282
2454448.62516433 1.00656924 0.00500989
2454448.64599767 1.00321130 0.00585126
2454448.66683100 0.99851273 0.00597861
2454448.68766434 0.99389409 0.00533236
2454448.70849767 0.98869856 0.00593212
2454448.72933100 0.96956334 0.01567654
2454448.75016434 0.85947361 0.04821758
2454448.77099767 0.68140011 0.06770543
2454448.79183101 0.48063519 0.04787760
2454448.81266434 0.43992104 0.02831340
2454448.83349767 0.58985073 0.04668373
2454448.85433101 0.82991295 0.03787993
2454448.87516434 0.94282343 0.02775096
2454448.89599768 0.98720370 0.00570020
2454448.91683101 0.99058434 0.00609639
2454448.93766434 0.99700670 0.00566328
2454448.95849768 1.00233857 0.00489334
2454448.97933101 1.00554686 0.00496508
2454449.00016434 1.00937662 0.00564113
2454449.02099768 1.01353624 0.00432334
2454449.04183101 1.01459208 0.00544681
2454449.06266435 1.01609160 0.00463569
2454449.08349768 1.01461553 0.00462957
2454449.10433101 1.01331112 0.00500802
2454449.12516435 1.01253683 0.00508664
2454449.14599768 1.01220939 0.00507794
2454449.16683102 1.00790217 0.00559606
2454449.18766435 1.00160281 0.00764250
2454449.20849768 0.98056735 0.01048291
2454449.22933102 0.95387749 0.01352939
2454449.25016435 0.92974828 0.00683355
2454449.27099769 0.93119025 0.00775697
2454449.29183102 0.95208121 0.00992038
2454449.31266435 0.98033279 0.00633536
2454449.33349769 0.99693236 0.00602275
2454449.35433102 1.00255042 0.00471597
2454449.37516436 1.00622151 0.00645896
2454449.39599769 1.00801180 0.00632836
2454449.41683102 1.00896050 0.00489990
2454449.43766436 1.00924384 0.00555215
2454449.45849769 1.00899619 0.00562386
2454449.47933103 1.00881550 0.00484341
2454449.50016436 1.00846084 0.00605393
2454449.52099769 1.00552704 0.00648641
2454449.54183103 1.00193169 0.00479601
2454449.56266436 0.99788310 0.00413811
2454449.58349770 0.99399884 0.00417780
2454449.60433103 0.98790396 0.00490450
2454449.62516436 0.98369131 0.00483498
2454449.64599770 0.93057637 0.03487969
2454449.66683103 0.78249316 0.05263508
2454449.68766437 0.57727725 0.05672152
2454449.70849770 0.43408035 0.04083306
2454449.72933103 0.49781496 0.05102159
2454449.75016437 0.69911266 0.05704428
2454449.77099770 0.86677330 0.05192856
2454449.79183104 0.97151890 0.01253496
2454449.81266437 0.98627680 0.00495770
2454449.83349770 0.98907413 0.00683045
2454449.85433104 0.99650371 0.00510972
2454449.87516437 1.00135476 0.00523109
2454449.89599770 1.00753142 0.00541023
2454449.91683104 1.01347998 0.00637373
2454449.93766437 1.01578053 0.00441114
2454449.95849771 1.01833206 0.00523551
2454449.97933104 1.01700155 0.00521276
2454450.00016437 1.01758564 0.00600408
2454450.02099771 1.01565344 0.00545251
2454450.04183104 1.01331037 0.00509517
2454450.06266438 1.01366547 0.00521738
2454450.08349771 1.00902051 0.00508978
2454450.10433104 0.99519548 0.00987488
2454450.12516438 0.96942415 0.01129113
2454450.14599771 0.94248145 0.00928820
2454450.16683105 0.92933530 0.00511123
2454450.18766438 0.94123521 0.00835674
2454450.20849771 0.96723879 0.01078252
2454450.22933105 0.98847005 0.00958443
2454450.25016438 1.00494440 0.00702950
2454450.27099772 1.00709490 0.00416816
2454450.29183105 1.00676326 0.00526015
2454450.31266438 1.00919580 0.00670015
2454450.33349772 1.01265026 0.00408414
2454450.35433105 1.01206074 0.00528636
2454450.37516439 1.01204462 0.00572173
2454450.39599772 1.01248131 0.00561282
2454450.41683105 1.01074855 0.00524849
2454450.43766439 1.00947668 0.00522833
2454450.45849772 1.00127910 0.00536160
2454450.47933106 0.99812270 0.00476578
2454450.50016439 0.99244332 0.00540625
2454450.52099772 0.98871292 0.00502307
2454450.54183106 0.97509016 0.01609996
2454450.56266439 0.88002502 0.04647343
2454450.58349773 0.72864698 0.04535224
2454450.60433106 0.50252539 0.05118021
2454450.62516439 0.43042795 0.02194982
2454450.64599773 0.58168703 0.05979464
2454450.66683106 0.77940120 0.05343107
2454450.68766440 0.93066391 0.03128880
2454450.70849773 0.98699310 0.00598742
2454450.72933106 0.99171776 0.00551115
2454450.75016440 0.99613535 0.00510322
2454450.77099773 1.00048401 0.00466848
2454450.79183106 1.00408451 0.00462228
2454450.81266440 1.01129973 0.00500587
2454450.83349773 1.01421687 0.00680735
2454450.85433107 1.01659160 0.00466378
2454450.87516440 1.01884463 0.00515862
2454450.89599773 1.01781729 0.00423256
2454450.91683107 1.01677232 0.00600988
2454450.93766440 1.01570113 0.00564134
2454450.95849774 1.01381115 0.00494081
2454450.97933107 1.01159879 0.00535307
2454451.00016440 1.00315776 0.00386991
2454451.02099774 0.98581663 0.00871626
2454451.04183107 0.95645107 0.01037439
2454451.06266441 0.93365901 0.00879635
2454451.08349774 0.93047247 0.00556730
2454451.10433107 0.95037107 0.00936116
2454451.12516441 0.97543313 0.00936494
2454451.14599774 0.99766271 0.00640819
2454451.16683108 1.00592879 0.00568416
2454451.18766441 1.00636057 0.00531199
2454451.20849774 1.00816495 0.00581875
2454451.22933108 1.01086358 0.00602369
2454451.25016441 1.01246252 0.00520281
2454451.27099775 1.01225155 0.00519220
2454451.29183108 1.01307193 0.00476903
2454451.31266441 1.01328108 0.00559190
2454451.33349775 1.00917298 0.00525727
2454451.35433108 1.00638282 0.00461730
2454451.37516442 1.00285167 0.00643030
2454451.39599775 0.99733917 0.00640129
2454451.41683108 0.99175846 0.00503667
2454451.43766442 0.98724652 0.00545862
2454451.47933109 0.80623036 0.07092167
2454451.50016442 0.61136725 0.06096607
2454451.52099775 0.45364609 0.03802300
2454451.54183109 0.48007126 0.04660774
2454451.56266442 0.67046650 0.06120889
2454451.58349776 0.83834140 0.03807363
2454451.60433109 0.98064537 0.00599310
2454451.62516442 0.98946573 0.00481257
2454451.64599776 0.99321354 0.00476628
2454451.66683109 0.99731184 0.00424418
2454451.68766443 1.00222347 0.00451705
2454451.70849776 1.00766539 0.00562633
2454451.72933109 1.01256846 0.00576656
2454451.75016443 1.01661281 0.00422835
2454451.77099776 1.01745832 0.00542833
2454451.79183109 1.01899178 0.00524708
2454451.81266443 1.01823940 0.00532345
2454451.83349776 1.01658485 0.00644011
2454451.85433110 1.01190108 0.00742236
2454451.87516443 1.01178469 0.00599056
2454451.89599776 1.01081059 0.00620848
2454451.91683110 1.00070603 0.00801155
2454451.93766443 0.97150856 0.00862198
2454451.95849777 0.94479916 0.00861203
2454451.97933110 0.92778100 0.00568787
2454452.00016443 0.94650715 0.01351153
2454452.02099777 0.96055045 0.00805315
2454452.04183110 0.98581046 0.00786907
2454452.06266444 1.00064187 0.00551724
2454452.08349777 1.00497619 0.00524696
2454452.10433110 1.00686080 0.00544149
2454452.12516444 1.00855376 0.00513593
2454452.14599777 1.01182272 0.00845738
2454452.16683111 1.01078285 0.00539307
2454452.18766444 1.01070214 0.00545084
2454452.20849777 1.01171079 0.00576010
2454452.22933111 1.01230886 0.00658897
2454452.25016444 1.00663860 0.00464765
2454452.27099778 1.00195257 0.00486573
2454452.29183111 0.99854942 0.00518735
2454452.31266444 0.99468196 0.00681285
2454452.33349778 0.98978739 0.00488515
2454452.35433111 0.97938665 0.01023868
2454452.37516445 0.92511411 0.01983984
2454452.39599778 0.71570328 0.05666153
2454452.41683111 0.52463899 0.05540313
2454452.43766445 0.42452464 0.01138236
2454452.45849778 0.60728207 0.03068224
2454452.47933112 0.75622472 0.05639974
2454452.50016445 0.91297626 0.03685266
2454452.52099778 0.97802236 0.01009762
2454452.54183112 0.98818017 0.00538648
2454452.56266445 0.99368896 0.00400469
2454452.58349779 0.99882295 0.00494294
2454452.60433112 1.00271151 0.00575694
2454452.62516445 1.00944208 0.00521101
2454452.64599779 1.01365743 0.00666700
2454452.66683112 1.01447250 0.00572135
2454452.68766445 1.01523558 0.00498016
2454452.70849779 1.01708879 0.00481242
2454452.72933112 1.01661752 0.00631318
2454452.75016446 1.01577410 0.00528626
2454452.77099779 1.01219328 0.00586331
2454452.79183112 1.01173003 0.00581886
2454452.81266446 1.00618471 0.00635630
2454452.83349779 0.98703661 0.00820430
2454452.85433113 0.95944560 0.01059447
2454452.87516446 0.93504879 0.00687250
2454452.89599779 0.92859858 0.00645545
2454452.91683113 0.94215046 0.00618845
2454452.93766446 0.97201304 0.00594859
2454452.95849780 0.99354111 0.00767420
2454452.97933113 1.00375437 0.00544653
2454453.00016446 1.00610837 0.00441872
2454453.02099780 1.00579725 0.00552753
2454453.04183113 1.00976347 0.00456324
2454453.06266447 1.00948534 0.00516185
2454453.08349780 1.01282297 0.00503743
2454453.10433113 1.01249394 0.00516871
2454453.12516447 1.01129804 0.00462705
2454453.14599780 1.00995585 0.00534711
2454453.16683114 1.00512242 0.00434717
2454453.18766447 1.00019380 0.00500524
2454453.20849780 0.99611599 0.00493210
2454453.22933114 0.99383972 0.00567009
2454453.25016447 0.98755918 0.00457578
2454453.27099781 0.95847141 0.02476364
2454453.29183114 0.83107294 0.04819771
2454453.31266447 0.64622393 0.07589267
2454453.33349781 0.45625192 0.03895189
2454453.35433114 0.45930835 0.03879667
2454453.37516448 0.61123010 0.04429444
2454453.39599781 0.85027608 0.04487292
2454453.41683114 0.95945987 0.02513876
2454453.43766448 0.98644984 0.00721330
2454453.45849781 0.99229859 0.00450559
2454453.47933115 0.99567495 0.00422360
2454453.50016448 1.00300118 0.00468140
2454453.52099781 1.00899058 0.00540172
2454453.54183115 1.01261132 0.00524687
2454453.56266448 1.01633675 0.00514567
2454453.58349781 1.01782436 0.00540311
2454453.60433115 1.01845240 0.00525751
2454453.62516448 1.01706311 0.00485952
2454453.64599782 1.01746687 0.00469763
2454453.66683115 1.01569593 0.00485557
2454453.68766448 1.01308894 0.00555621
2454453.70849782 1.01214290 0.00661559
2454453.72933115 1.00159501 0.00766318
2454453.75016449 0.97757057 0.00867707
2454453.77099782 0.95077938 0.00942681
2454453.79183115 0.92950066 0.00524614
2454453.81266449 0.93552598 0.00791431
2454453.83349782 0.95952589 0.00924064
2454453.85433116 0.98277233 0.01048628
2454453.87516449 0.99937799 0.00570235
2454453.89599782 1.00384444 0.00505770
2454453.91683116 1.00532922 0.00589901
2454453.93766449 1.00746762 0.00553558
2454453.95849783 1.00952683 0.00532020
2454453.97933116 1.00886112 0.00602682
2454454.00016449 1.01090217 0.00453795
2454454.02099783 1.00993510 0.00438884
2454454.04183116 1.00885702 0.00440922
2454454.06266450 1.00735931 0.00571578
2454454.08349783 1.00297641 0.00440303
2454454.10433116 0.99742998 0.00572883
2454454.12516450 0.99280598 0.00542473
2454454.14599783 0.98910874 0.00514365
2454454.16683117 0.98348800 0.00881824
2454454.18766450 0.91160661 0.03768614
2454454.20849783 0.75370603 0.05611973
2454454.22933117 0.55081362 0.05982309
2454454.25016450 0.42181291 0.00841213
2454454.27099784 0.52743507 0.05438743
2454454.29183117 0.72807927 0.05594314
2454454.31266450 0.88547194 0.04743317
2454454.33349784 0.97875029 0.00876658
2454454.35433117 0.98811793 0.00538018
2454454.37516451 0.99038955 0.00551987
2454454.39599784 0.99831014 0.00534042
2454454.41683117 1.00380245 0.00484294
2454454.43766451 1.00862546 0.00553414
2454454.45849784 1.01505266 0.00358568
2454454.47933117 1.01528167 0.00529203
2454454.50016451 1.01597060 0.00538736
2454454.52099784 1.01656309 0.00394605
2454454.54183118 1.01546318 0.00552405
2454454.56266451 1.01416499 0.00478958
2454454.58349784 1.01282659 0.00506716
2454454.60433118 1.01060785 0.00434736
2454454.62516451 1.00745639 0.00569930
2454454.64599785 0.98975294 0.00803960
2454454.66683118 0.96332598 0.00851863
2454454.68766451 0.93844621 0.01021948
2454454.70849785 0.92617444 0.00540742
2454454.72933118 0.94285323 0.00926301
2454454.75016452 0.96730295 0.00863747
2454454.77099785 0.99129195 0.00913473
2454454.79183118 1.00423671 0.00595074
2454454.81266452 1.00479304 0.00489615
2454454.83349785 1.00683998 0.00474792
2454454.85433119 1.01004319 0.00437243
2454454.87516452 1.01135127 0.00572905
2454454.89599785 1.01235033 0.00580670
2454454.91683119 1.01243237 0.00618762
2454454.93766452 1.01123540 0.00454457
2454454.95849786 1.00936457 0.00680901
2454454.97933119 1.00584407 0.00581623
2454455.00016452 1.00321639 0.00613226
2454455.02099786 0.99753081 0.00418265
2454455.04183119 0.99213261 0.00453750
2454455.06266453 0.98662629 0.00459908
2454455.08349786 0.96230884 0.01811556
2454455.10433119 0.85249623 0.04725587
2454455.12516453 0.66158823 0.05574442
2454455.14599786 0.48002093 0.04812213
2454455.16683120 0.45908867 0.03996758
2454455.18766453 0.61543694 0.06163234
2454455.20849786 0.80805834 0.05178134
2454455.22933120 0.94875158 0.02968734
2454455.25016453 0.98640594 0.00540892
2454455.27099787 0.99162714 0.00552887
2454455.29183120 0.99585568 0.00583805
2454455.31266453 0.99827658 0.00436510
2454455.33349787 1.00612481 0.00468714
2454455.35433120 1.01254544 0.00626619
2454455.37516453 1.01429198 0.00594044
2454455.39599787 1.01710632 0.00441390
2454455.41683120 1.01662747 0.00412036
2454455.43766454 1.01771778 0.00654676
2454455.45849787 1.01497526 0.00439293
2454455.47933120 1.01337529 0.00477428
2454455.50016454 1.01280327 0.00589522
2454455.52099787 1.01205432 0.00694948
2454455.54183121 1.00190740 0.00648215
2454455.56266454 0.98108366 0.00942229
2454455.58349787 0.95278682 0.00966674
2454455.60433121 0.92966437 0.00699507
2454455.62516454 0.93163830 0.00717390
2454455.64599788 0.95403010 0.00951489
2454455.66683121 0.97972226 0.00981004
2454455.68766454 0.99948402 0.00561131
2454455.70849788 1.00558738 0.00522235
2454455.72933121 1.00679488 0.00463435
2454455.75016455 1.00930682 0.00552925
2454455.77099788 1.00928788 0.00491384
2454455.79183121 1.01195652 0.00501935
2454455.81266455 1.01293148 0.00580570
2454455.83349788 1.01177574 0.00551425
2454455.85433122 1.00868315 0.00405173
2454455.87516455 1.00682665 0.00464897
2454455.89599788 1.00251357 0.00621434
2454455.91683122 1.00036840 0.00538144
2454455.93766455 0.99425142 0.00540353
2454455.95849789 0.99037135 0.00485297
2454455.97933122 0.98603735 0.00581313
2454456.00016455 0.93942965 0.03959195
2454456.02099789 0.77815967 0.05431691
2454456.04183122 0.57881654 0.06023303
2454456.06266456 0.43235116 0.02765348
2454456.08349789 0.52418640 0.04187595
2454456.10433122 0.70186839 0.05803973
2454456.12516456 0.87801755 0.04137538
2454456.14599789 0.97622146 0.01839892
2454456.16683123 0.98908635 0.00491112
2454456.18766456 0.99200342 0.00613761
2454456.20849789 0.99737027 0.00623070
2454456.22933123 1.00226341 0.00555968
2454456.25016456 1.00734572 0.00549050
2454456.27099789 1.01107106 0.00497508
2454456.29183123 1.01423066 0.00466402
2454456.31266456 1.01516599 0.00477190
2454456.33349790 1.01621686 0.00596345
2454456.35433123 1.01496499 0.00526871
2454456.37516456 1.01271734 0.00599043
2454456.39599790 1.01006203 0.00639599
2454456.41683123 1.00800244 0.00562049
2454456.43766457 1.00793109 0.00643642
2454456.45849790 0.99564524 0.00990611
2454456.47933123 0.96611122 0.01004238
2454456.50016457 0.93992468 0.00730982
2454456.52099790 0.92679498 0.00453713
2454456.54183124 0.94125945 0.00732016
2454456.56266457 0.96315445 0.00954881
2454456.58349790 0.98849935 0.00868253
2454456.60433124 1.00189826 0.00561948
2454456.62516457 1.00404361 0.00479801
2454456.64599791 1.00523459 0.00399398
2454456.66683124 1.00681474 0.00504357
2454456.68766457 1.00854221 0.00440126
2454456.70849791 1.00968029 0.00509476
2454456.72933124 1.01212045 0.00396639
2454456.75016458 1.01033802 0.00495765
2454456.77099791 1.00870998 0.00453388
2454456.79183124 1.00378718 0.00700205
2454456.81266458 1.00148088 0.00590656
2454456.83349791 0.99807250 0.00574652
2454456.85433125 0.99539080 0.00540642
2454456.87516458 0.99019614 0.00681745
2454456.89599791 0.97704080 0.01477620
2454456.91683125 0.87254889 0.03852129
2454456.93766458 0.64258868 0.03886003
2454456.95849792 0.49765391 0.05030807
2454456.97933125 0.43265526 0.02321028
2454457.00016458 0.54500071 0.04721642
2454457.02099792 0.78553917 0.05149151
2454457.04183125 0.93188539 0.03011089
2454457.06266459 0.98507430 0.00533111
2454457.08349792 0.99049127 0.00551435
2454457.10433125 0.99535419 0.00501864
2454457.12516459 1.00183185 0.00562841
2454457.14599792 1.00649600 0.00581940
2454457.16683125 1.00924259 0.00541924
2454457.18766459 1.01398916 0.00461584
2454457.20849792 1.01636164 0.00507781
2454457.22933126 1.01883888 0.00503247
2454457.25016459 1.01738833 0.00524391
2454457.27099792 1.01583647 0.00537797
2454457.29183126 1.01401213 0.00408672
2454457.31266459 1.01250196 0.00634822
2454457.33349793 1.00827141 0.00405736
2454457.35433126 1.00428514 0.00726737
2454457.37516459 0.98362289 0.01196642
2454457.39599793 0.94991124 0.01036069
2454457.41683126 0.93402555 0.00657034
2454457.43766460 0.93055983 0.00751364
2454457.45849793 0.94031347 0.00793645
2454457.47933126 0.97581867 0.01075471
2454457.50016460 0.99850310 0.00653707
2454457.52099793 1.00608882 0.00661980
2454457.54183127 1.00548530 0.00433752
2454457.56266460 1.01509073 0.00490807
2454457.58349793 1.01450620 0.00534206
2454457.60433127 1.01395756 0.00513959
2454457.62516460 1.01452843 0.00569383
2454457.64599794 1.01539363 0.00447789
2454457.66683127 1.01316076 0.00542925
2454457.68766460 1.00958544 0.00611906
2454457.70849794 1.00575119 0.00520407
2454457.72933127 1.00157171 0.00599699
2454457.75016461 0.99678980 0.00631075
2454457.77099794 0.99178703 0.00486381
2454457.79183127 0.98832365 0.00430716
2454457.81266461 0.94135255 0.02941062
2454457.83349794 0.80134738 0.05037556
2454457.85433128 0.64139615 0.03974270
2454457.87516461 0.43158676 0.02130129
2454457.89599794 0.48367113 0.04771116
2454457.91683128 0.67728261 0.05896634
2454457.93766461 0.89234775 0.04334736
2454457.95849795 0.96783929 0.01702238
2454457.97933128 0.98678002 0.00604107
2454458.00016461 0.99261450 0.00734266
2454458.02099795 0.99765660 0.00589411
2454458.04183128 1.00313354 0.00629102
2454458.06266461 1.00702280 0.00468277
2454458.08349795 1.01407240 0.00574059
2454458.10433128 1.01445292 0.00505416
2454458.12516462 1.01651265 0.00506547
2454458.14599795 1.01580262 0.00490318
2454458.16683128 1.01655014 0.00621888
2454458.18766462 1.01439502 0.00515635
2454458.20849795 1.01308013 0.00581595
2454458.22933129 1.01222166 0.00480257
2454458.25016462 1.00795806 0.00512294
