#jd flux err
2454500.79183256 1.01509397 0.00437287
2454500.81266589 1.01543406 0.00417876
2454500.83349922 1.01590367 0.00447637
2454500.85433256 1.01374465 0.00434842
2454500.87516589 1.01123893 0.00573360
2454500.89599922 1.00974992 0.00538983
2454500.91683256 1.00665632 0.00525656
2454500.93766589 0.98956351 0.00877538
2454500.95849923 0.95704911 0.00647170
2454500.97933256 0.93622387 0.00857709
2454501.00016589 0.92628639 0.00500849
2454501.02099923 0.94191742 0.00946117
2454501.04183256 0.96698317 0.00982293
2454501.06266590 0.99154757 0.00685336
2454501.08349923 1.00328486 0.00466745
2454501.10433256 1.00602295 0.00484270
2454501.12516590 1.00749614 0.00416003
2454501.14599923 1.00867674 0.00563362
2454501.16683257 1.01076609 0.00474938
2454501.18766590 1.01341811 0.00531954
2454501.20849923 1.01367015 0.00691202
2454501.22933257 1.01174586 0.00443083
2454501.25016590 1.01188925 0.00744819
2454501.27099924 1.00532903 0.00390163
2454501.29183257 1.00250066 0.00545050
2454501.31266590 0.99744780 0.00576897
2454501.33349924 0.99593731 0.00549722
2454501.35433257 0.98783020 0.00611576
2454501.37516591 0.96910414 0.02020331
2454501.39599924 0.87007288 0.04216956
2454501.41683257 0.64379142 0.04434940
2454501.43766591 0.48191462 0.04526516
2454501.45849924 0.44809936 0.03119050
2454501.47933258 0.61565825 0.05911701
2454501.50016591 0.80678042 0.05049668
2454501.52099924 0.94625941 0.02896372
2454501.54183258 0.98729014 0.00530673
2454501.56266591 0.99190772 0.00431371
2454501.58349925 0.99737081 0.00524287
2454501.60433258 1.00166115 0.00576549
2454501.62516591 1.00598023 0.00578654
2454501.64599925 1.01089371 0.00557293
2454501.66683258 1.01433856 0.00488482
2454501.68766592 1.01635425 0.00540117
2454501.70849925 1.01509828 0.00463848
2454501.72933258 1.01672197 0.00543309
2454501.75016592 1.01425005 0.00427854
2454501.77099925 1.01163480 0.00538387
2454501.79183258 1.01057478 0.00561472
2454501.81266592 1.00934229 0.00605825
2454501.83349925 1.00058003 0.00640284
2454501.85433259 0.97904891 0.01081773
2454501.87516592 0.95885802 0.00873916
2454501.89599925 0.92871681 0.00721141
2454501.91683259 0.93071196 0.00672308
2454501.93766592 0.95243640 0.00942224
2454501.95849926 0.98153781 0.01042925
2454501.97933259 0.99922197 0.00571573
2454502.00016592 1.00471611 0.00503185
2454502.02099926 1.00588223 0.00424156
2454502.04183259 1.00632618 0.00555949
2454502.06266593 1.00944712 0.00511871
2454502.08349926 1.01197479 0.00540634
2454502.10433259 1.01258813 0.00493936
2454502.12516593 1.01156868 0.00566807
2454502.14599926 1.01109142 0.00485150
2454502.16683260 1.00789715 0.00554774
2454502.18766593 1.00458826 0.00443809
2454502.20849926 0.99950533 0.00475848
2454502.22933260 0.99481483 0.00499151
2454502.25016593 0.99101811 0.00687164
2454502.27099927 0.98221215 0.00553274
2454502.29183260 0.93202878 0.03355894
2454502.31266593 0.78173332 0.05476681
2454502.33349927 0.64090012 0.04080072
2454502.35433260 0.43127031 0.01959352
2454502.37516594 0.50484940 0.04988708
2454502.39599927 0.70341816 0.06460824
2454502.41683260 0.90280464 0.02625099
2454502.43766594 0.97359913 0.01589711
2454502.45849927 0.98776855 0.00466069
2454502.47933261 0.99394076 0.00518362
2454502.50016594 0.99807975 0.00579946
2454502.52099927 1.00263220 0.00608121
2454502.54183261 1.00754071 0.00462659
2454502.56266594 1.01192764 0.00435450
2454502.58349928 1.01535485 0.00565956
2454502.60433261 1.01569692 0.00541417
2454502.62516594 1.01499525 0.00464983
2454502.64599928 1.01409906 0.00523051
2454502.66683261 1.01389058 0.00523772
2454502.68766594 1.01245680 0.00582537
2454502.70849928 1.01146330 0.00577344
2454502.72933261 1.00906924 0.00472637
2454502.75016595 0.99281094 0.00771164
2454502.77099928 0.96826099 0.01367622
2454502.79183261 0.94074186 0.00887837
2454502.81266595 0.92947121 0.00527889
2454502.83349928 0.93639364 0.00666896
2454502.85433262 0.96291284 0.00738368
2454502.87516595 0.98779583 0.01135248
2454502.89599928 1.00250031 0.00568991
2454502.91683262 1.00442696 0.00512790
2454502.93766595 1.00736371 0.00576068
2454502.95849929 1.00929846 0.00574098
2454502.97933262 1.01039260 0.00635848
2454503.00016595 1.01166711 0.00558868
2454503.02099929 1.01243301 0.00549743
2454503.04183262 1.01133079 0.00503905
2454503.06266596 1.01025298 0.00563274
2454503.08349929 1.00794518 0.00484173
2454503.10433262 1.00178396 0.00457371
2454503.12516596 0.99770912 0.00529803
2454503.14599929 0.99305066 0.00515269
2454503.16683263 0.98835322 0.00452864
2454503.18766596 0.98042604 0.01319970
2454503.20849929 0.85891532 0.03432249
2454503.22933263 0.70144128 0.05868235
2454503.25016596 0.50441974 0.04933282
2454503.27099930 0.44686887 0.02442778
2454503.29183263 0.58038196 0.05968491
2454503.31266596 0.78087321 0.05574759
2454503.33349930 0.91630689 0.02904599
2454503.35433263 0.98608643 0.00864711
2454503.37516597 0.98953979 0.00625172
2454503.39599930 0.99576749 0.00631002
2454503.41683263 1.00088700 0.00356039
2454503.43766597 1.00434344 0.00540880
2454503.45849930 1.00965718 0.00566576
2454503.47933264 1.01361986 0.00527897
2454503.50016597 1.01566287 0.00526334
2454503.52099930 1.01621295 0.00531568
2454503.54183264 1.01573575 0.00428894
2454503.56266597 1.01571668 0.00461464
2454503.58349930 1.01384852 0.00455502
2454503.60433264 1.01239875 0.00512277
2454503.62516597 1.00983955 0.00531307
2454503.64599931 1.00384406 0.00740695
2454503.66683264 0.98714007 0.01151873
2454503.68766597 0.95506468 0.00876113
2454503.70849931 0.93073878 0.00618801
2454503.72933264 0.92716703 0.00581462
2454503.75016598 0.95203105 0.00780942
2454503.77099931 0.97541802 0.00805612
2454503.79183264 0.99796784 0.00574179
2454503.81266598 1.00312838 0.00434674
2454503.83349931 1.00675287 0.00487641
2454503.85433265 1.00621525 0.00489322
2454503.87516598 1.01059328 0.00556238
2454503.89599931 1.01224966 0.00492573
2454503.91683265 1.01345290 0.00439365
2454503.93766598 1.01215075 0.00606513
2454503.95849932 1.01111784 0.00529879
2454503.97933265 1.00811985 0.00494584
2454504.00016598 1.00442270 0.00521755
2454504.02099932 1.00144249 0.00493587
2454504.04183265 0.99747275 0.00579215
2454504.06266599 0.99142453 0.00502909
2454504.08349932 0.98719449 0.00509620
2454504.10433265 0.94392879 0.02822478
2454504.12516599 0.82171197 0.05619850
2454504.14599932 0.61800041 0.06078769
2454504.16683266 0.44697754 0.03145937
2454504.18766599 0.47537471 0.04070274
2454504.20849932 0.70933006 0.03450987
2454504.22933266 0.85734995 0.04629418
2454504.25016599 0.96881301 0.02206087
2454504.27099933 0.98671512 0.00557008
2454504.29183266 0.99171757 0.00611249
2454504.31266599 0.99710193 0.00659618
2454504.33349933 1.00022373 0.00630216
2454504.35433266 1.00763304 0.00436601
2454504.37516600 1.01102734 0.00591346
2454504.39599933 1.01510080 0.00488496
2454504.41683266 1.01566570 0.00455148
2454504.43766600 1.01893375 0.00555430
2454504.45849933 1.01546266 0.00517235
2454504.47933266 1.01342226 0.00511868
2454504.50016600 1.01220594 0.00477630
2454504.52099933 1.01170269 0.00509238
2454504.54183267 1.00926995 0.00584473
2454504.56266600 0.99763273 0.00791372
2454504.58349933 0.97228686 0.00827469
2454504.60433267 0.94316739 0.00916818
2454504.62516600 0.92555020 0.00466131
2454504.64599934 0.93411506 0.00897048
2454504.66683267 0.95554700 0.00972673
2454504.68766600 0.98305778 0.00816405
2454504.70849934 1.00075100 0.00662411
2454504.72933267 1.00435080 0.00538548
2454504.75016601 1.00623461 0.00453001
2454504.77099934 1.00713502 0.00579870
2454504.79183267 1.01039232 0.00565472
2454504.81266601 1.01157150 0.00382116
2454504.83349934 1.01228450 0.00522549
2454504.85433268 1.01203286 0.00474269
2454504.87516601 1.01004556 0.00535278
2454504.89599934 1.00734787 0.00586057
2454504.91683268 1.00155306 0.00607428
2454504.93766601 0.99715513 0.00493656
2454504.95849935 0.99311837 0.00489376
2454504.97933268 0.98916896 0.00506622
2454505.00016601 0.98033803 0.00764446
2454505.02099935 0.88585260 0.03129654
2454505.04183268 0.72954992 0.05527674
2454505.06266602 0.52794503 0.05689367
2454505.08349935 0.42999465 0.01541637
2454505.10433268 0.55704739 0.05727707
2454505.12516602 0.73490598 0.05265897
2454505.14599935 0.89490984 0.03020406
2454505.16683269 0.98357894 0.00855533
2454505.18766602 0.98716628 0.00600879
2454505.20849935 0.99282169 0.00338501
2454505.22933269 0.99914548 0.00592386
2454505.25016602 1.00401462 0.00695799
2454505.27099936 1.00722123 0.00583397
2454505.29183269 1.01254776 0.00588878
2454505.31266602 1.01640239 0.00509312
2454505.33349936 1.01741062 0.00824503
2454505.35433269 1.01496265 0.00531008
2454505.37516603 1.01492187 0.00567040
2454505.39599936 1.01312979 0.00627709
2454505.41683269 1.01152237 0.00468405
2454505.43766603 1.00876834 0.00536326
2454505.45849936 1.00509960 0.00700632
2454505.47933269 0.98786117 0.00998831
2454505.50016603 0.95803604 0.01015181
2454505.52099936 0.93417895 0.00552633
2454505.54183270 0.92764527 0.00623505
2454505.56266603 0.94518617 0.00986657
2454505.58349936 0.97050345 0.00978926
2454505.60433270 0.99630464 0.00781047
2454505.62516603 1.00731547 0.00555342
2454505.64599937 1.00861231 0.00457298
2454505.66683270 1.00750192 0.00525841
2454505.68766603 1.00897170 0.00492225
2454505.70849937 1.01191500 0.00505419
2454505.72933270 1.01347087 0.00669207
2454505.75016604 1.01175968 0.00364002
2454505.77099937 1.01169185 0.00617032
2454505.79183270 1.01001664 0.00589606
2454505.81266604 1.00588809 0.00464523
2454505.83349937 1.00261202 0.00648867
2454505.85433271 0.99646246 0.00617612
2454505.87516604 0.99409051 0.00521740
2454505.89599937 0.98938835 0.00714585
2454505.91683271 0.95901140 0.02343348
2454505.93766604 0.83512773 0.04759366
2454505.95849938 0.65382071 0.06641017
2454505.97933271 0.46023964 0.03883355
2454506.00016604 0.46221912 0.03801847
2454506.02099938 0.64517641 0.05903337
2454506.04183271 0.83479048 0.04690447
2454506.06266605 0.95643824 0.02367711
2454506.08349938 0.98758261 0.00617432
2454506.10433271 0.99215374 0.00478759
2454506.12516605 0.99831875 0.00687108
2454506.14599938 1.00190876 0.00510052
2454506.16683272 1.00623063 0.00459698
2454506.18766605 1.01101202 0.00452257
2454506.20849938 1.01453802 0.00541633
2454506.22933272 1.01617805 0.00532098
2454506.25016605 1.01732603 0.00535156
2454506.27099939 1.01755327 0.00545806
2454506.29183272 1.01490603 0.00415325
2454506.31266605 1.01243368 0.00552105
2454506.33349939 1.01252061 0.00830413
2454506.35433272 1.00664626 0.00445801
2454506.37516605 0.99792662 0.00740646
2454506.39599939 0.97376096 0.00977659
2454506.41683272 0.94727038 0.01076598
2454506.43766606 0.92873355 0.00451456
2454506.45849939 0.93391675 0.00796888
2454506.47933272 0.95742564 0.01140742
2454506.50016606 0.98190232 0.01004194
2454506.52099939 1.00215069 0.00610749
2454506.54183273 1.00581515 0.00534927
2454506.56266606 1.00620951 0.00596661
2454506.58349939 1.00729418 0.00476796
2454506.60433273 1.01015084 0.00547701
2454506.62516606 1.01157600 0.00521703
2454506.64599940 1.01210835 0.00674374
2454506.66683273 1.01447573 0.00583253
2454506.68766606 1.01098199 0.00562316
2454506.70849940 1.00738190 0.00617086
2454506.72933273 1.00294157 0.00483021
2454506.75016607 0.99772650 0.00422929
2454506.77099940 0.99272332 0.00564568
2454506.79183273 0.98800248 0.00533214
2454506.81266607 0.98506238 0.00516242
2454506.83349940 0.90763517 0.03302229
2454506.85433274 0.75463331 0.05475366
2454506.87516607 0.55715050 0.05859234
2454506.89599940 0.42715706 0.01509248
2454506.91683274 0.53749142 0.05093023
2454506.93766607 0.72478822 0.05350534
2454506.95849941 0.89440298 0.03893710
2454506.97933274 0.97738041 0.01072295
2454507.00016607 0.98796911 0.00479971
2454507.02099941 0.99117363 0.00441566
2454507.04183274 0.99594004 0.00481097
2454507.06266608 1.00027888 0.00490041
2454507.08349941 1.00782687 0.00475641
2454507.10433274 1.01155291 0.00450572
2454507.12516608 1.01510856 0.00731295
2454507.14599941 1.01414649 0.00504078
2454507.16683275 1.01466409 0.00507190
2454507.18766608 1.01571945 0.00966121
2454507.20849941 1.01152245 0.00493953
2454507.22933275 1.01051352 0.00623622
2454507.25016608 1.00972067 0.00489574
2454507.27099941 1.01244290 0.01199453
2454507.29183275 0.98731612 0.00757434
2454507.31266608 0.96224450 0.00982556
2454507.33349942 0.93827212 0.01121819
2454507.35433275 0.92636804 0.00874873
2454507.37516608 0.94074748 0.00842203
2454507.39599942 0.96757372 0.01064893
2454507.41683275 0.98974756 0.01035588
2454507.43766609 1.00121903 0.00489491
2454507.45849942 1.00505369 0.00453713
2454507.47933275 1.00686998 0.00584524
2454507.50016609 1.00897951 0.00616868
2454507.52099942 1.01018013 0.00588068
2454507.54183276 1.01160097 0.00517854
2454507.56266609 1.01149955 0.00561109
2454507.58349942 1.01196667 0.00587575
2454507.60433276 1.01014956 0.00457347
2454507.62516609 1.00590088 0.00424724
2454507.64599943 1.00067491 0.00587068
2454507.66683276 0.99737118 0.00393195
2454507.68766609 0.99315262 0.00472964
2454507.70849943 0.98816209 0.00488410
2454507.72933276 0.96688673 0.01769572
2454507.75016610 0.84397962 0.06114111
2454507.77099943 0.67119359 0.05839959
2454507.79183276 0.48067172 0.04473242
2454507.81266610 0.42636242 0.01192305
2454507.83349943 0.63626990 0.05107023
2454507.85433277 0.80692663 0.05125396
2454507.87516610 0.94307671 0.02659907
2454507.89599943 0.98680924 0.00492783
2454507.91683277 0.99048382 0.00684565
2454507.93766610 0.99317611 0.00460824
2454507.95849944 0.99983473 0.00582484
2454507.97933277 1.00789038 0.01055652
2454508.00016610 1.00843089 0.00505106
2454508.02099944 1.01294329 0.00497291
2454508.04183277 1.01496231 0.00650978
2454508.06266611 1.01550669 0.00557284
2454508.08349944 1.01422368 0.00505695
2454508.10433277 1.01288868 0.00523322
2454508.12516611 1.01244370 0.00532929
2454508.14599944 1.00811551 0.00437013
2454508.16683277 1.00905169 0.00563186
2454508.18766611 1.00180383 0.00708138
2454508.20849944 0.98305023 0.01452704
2454508.22933278 0.94979165 0.00972780
2454508.25016611 0.93027181 0.00787063
2454508.27099944 0.93086558 0.00787885
2454508.29183278 0.95420379 0.00626971
2454508.31266611 0.97823049 0.01063515
2454508.33349945 0.99835833 0.00776209
2454508.35433278 1.00563282 0.00460821
2454508.37516611 1.00576475 0.00548368
2454508.39599945 1.00874102 0.00465393
2454508.41683278 1.00811782 0.00458578
2454508.43766612 1.00983534 0.00550611
2454508.45849945 1.01285817 0.00509913
2454508.47933278 1.01251286 0.00623778
2454508.50016612 1.01117660 0.00458141
2454508.52099945 1.00749898 0.00416432
2454508.54183279 1.00415175 0.00460471
2454508.56266612 1.00116690 0.00598650
2454508.58349945 0.99615359 0.00464710
2454508.60433279 0.98996153 0.00549929
2454508.62516612 0.98584167 0.00596563
2454508.64599946 0.93152845 0.03304298
2454508.66683279 0.79339630 0.04633047
2454508.68766612 0.55203318 0.03785131
2454508.70849946 0.43582797 0.02111764
2454508.72933279 0.50418560 0.05357696
2454508.75016613 0.68866588 0.07772579
2454508.77099946 0.87623244 0.04394872
2454508.79183279 0.97360687 0.01393759
2454508.81266613 0.98869499 0.00424775
2454508.83349946 0.99305048 0.00595040
2454508.85433280 0.99760859 0.00459817
2454508.87516613 1.00440547 0.00566138
2454508.89599946 1.00887250 0.00538872
2454508.91683280 1.00990590 0.00487207
2454508.93766613 1.01377067 0.00403043
2454508.95849947 1.01550817 0.00459711
2454508.97933280 1.01695237 0.00520118
2454509.00016613 1.01611030 0.00490390
2454509.02099947 1.01130343 0.00619940
2454509.04183280 1.01158148 0.00606529
2454509.06266613 1.01298769 0.00794754
2454509.08349947 1.00770521 0.00450925
2454509.10433280 0.99365654 0.00665185
2454509.12516614 0.96834341 0.01138777
2454509.14599947 0.93751522 0.01035679
2454509.16683280 0.92740470 0.00573041
2454509.18766614 0.93976197 0.00639700
2454509.20849947 0.96114777 0.01017126
2454509.22933281 0.99057442 0.00876965
2454509.25016614 1.00433123 0.00534531
2454509.27099947 1.00614177 0.00565273
2454509.29183281 1.00773043 0.00483531
2454509.31266614 1.00910502 0.00532501
2454509.33349948 1.00981841 0.00514772
2454509.35433281 1.01255286 0.00576911
2454509.37516614 1.01259826 0.00478743
2454509.39599948 1.01374305 0.00416286
2454509.41683281 1.01084921 0.00683578
2454509.43766615 1.00682962 0.00534320
2454509.45849948 1.00426847 0.00433045
2454509.47933281 0.99857449 0.00490504
2454509.50016615 0.99420833 0.00557315
2454509.52099948 0.99167146 0.00637608
2454509.54183282 0.97635637 0.01377899
2454509.56266615 0.87767142 0.04256663
2454509.58349948 0.70090992 0.05978552
2454509.60433282 0.51629949 0.04785863
2454509.62516615 0.43443862 0.02143991
2454509.64599949 0.58561894 0.06039635
2454509.66683282 0.78277101 0.05463737
2454509.68766615 0.95158907 0.01592456
2454509.70849949 0.98451712 0.00601860
2454509.72933282 0.98912192 0.00648160
2454509.75016616 0.99325870 0.00443470
2454509.77099949 0.99925279 0.00524992
2454509.79183282 1.00427107 0.00527995
2454509.81266616 1.00921677 0.00580827
2454509.83349949 1.01360119 0.00538509
2454509.85433283 1.01413763 0.00497517
2454509.87516616 1.01608845 0.00504983
2454509.89599949 1.01724783 0.00501700
2454509.91683283 1.01607296 0.00490738
2454509.93766616 1.01353310 0.00470202
2454509.95849949 1.01150109 0.00619015
2454509.97933283 1.00792054 0.00475732
2454510.00016616 0.99703708 0.00595785
2454510.02099950 0.98418639 0.00860723
2454510.04183283 0.95579635 0.00971118
2454510.06266616 0.93174900 0.00748991
2454510.08349950 0.92892771 0.00632109
2454510.10433283 0.94749782 0.00753473
2454510.12516617 0.97763576 0.01191118
2454510.14599950 0.99798713 0.00646708
2454510.16683283 1.00545783 0.00549862
2454510.18766617 1.00755257 0.00606581
2454510.20849950 1.00517881 0.00521745
2454510.22933284 1.01008864 0.00587374
2454510.25016617 1.01034481 0.00483796
2454510.27099950 1.01221040 0.00593245
2454510.29183284 1.01206788 0.00461361
2454510.31266617 1.01196796 0.00470504
2454510.33349951 1.00922277 0.00683070
2454510.35433284 1.00188406 0.00479785
2454510.37516617 1.00052232 0.00606653
2454510.39599951 0.99565872 0.00504590
2454510.41683284 0.99063924 0.00773055
2454510.43766618 0.98460757 0.00590625
2454510.45849951 0.94419327 0.02951205
2454510.47933284 0.80505731 0.05116032
2454510.50016618 0.61030607 0.06071155
2454510.52099951 0.44807156 0.03354372
2454510.54183285 0.47966145 0.04649070
2454510.56266618 0.67182535 0.06072918
2454510.58349951 0.85463652 0.04632946
2454510.60433285 0.95864106 0.01534018
2454510.62516618 0.98498565 0.00517978
2454510.64599952 0.99069982 0.00486661
2454510.66683285 0.99678593 0.00578755
2454510.68766618 1.00017428 0.00405585
2454510.70849952 1.00740542 0.00562877
2454510.72933285 1.00980672 0.00537147
2454510.75016619 1.01246906 0.00498156
2454510.77099952 1.01513180 0.00518518
2454510.79183285 1.01498314 0.00536892
2454510.81266619 1.01362438 0.00576108
2454510.83349952 1.01219663 0.00530076
2454510.85433285 1.01076664 0.00559736
2454510.87516619 1.00968756 0.00443699
2454510.89599952 1.00893965 0.00550199
2454510.91683286 0.99594041 0.00654159
2454510.93766619 0.97120596 0.01064668
2454510.95849952 0.94353525 0.00888258
2454510.97933286 0.92699555 0.00603676
2454511.00016619 0.93647415 0.00768409
2454511.02099953 0.95879616 0.00972647
2454511.04183286 0.98689897 0.00790706
2454511.06266619 1.00268069 0.00642796
2454511.08349953 1.00507100 0.00388602
2454511.10433286 1.00791298 0.00476766
2454511.12516620 1.00940265 0.00491900
2454511.14599953 1.01030475 0.00530490
2454511.16683286 1.01143058 0.00631634
2454511.18766620 1.01289332 0.00548558
2454511.20849953 1.01275701 0.00484516
2454511.22933287 1.00940411 0.00603279
2454511.25016620 1.00872502 0.00505861
2454511.27099953 1.00320660 0.00543043
2454511.29183287 0.99959591 0.00576882
2454511.31266620 0.99259886 0.00507235
2454511.33349954 0.98934134 0.00482289
2454511.35433287 0.99324933 0.01796326
2454511.37516620 0.88489314 0.03328846
2454511.39599954 0.73348719 0.06025068
2454511.41683287 0.54151356 0.05085536
2454511.43766621 0.42774417 0.01318513
2454511.45849954 0.55649722 0.05829957
2454511.47933287 0.75735265 0.05652265
2454511.50016621 0.91484115 0.03496269
2454511.52099954 0.98210412 0.00640451
2454511.54183288 0.98880313 0.00603752
2454511.56266621 0.99260130 0.00533251
2454511.58349954 0.99833121 0.00574992
2454511.60433288 1.00578207 0.00543453
2454511.62516621 1.00951779 0.00408767
2454511.64599955 1.01071781 0.00486692
2454511.66683288 1.01397549 0.00512119
2454511.68766621 1.01656636 0.00441384
2454511.70849955 1.01484507 0.00501540
2454511.72933288 1.01350674 0.00639768
2454511.75016622 1.01402733 0.00480343
2454511.77099955 1.01093448 0.00609154
2454511.79183288 1.00807550 0.00436520
2454511.81266622 1.00445814 0.00555086
2454511.83349955 0.97975311 0.00735687
2454511.85433288 0.95907920 0.00826101
2454511.87516622 0.93466968 0.00750966
2454511.89599955 0.92926718 0.00518898
2454511.91683289 0.94532971 0.00853508
2454511.93766622 0.97162551 0.00936883
2454511.95849955 0.99594500 0.00696179
2454511.97933289 1.00656378 0.00597994
2454512.00016622 1.00774926 0.00494709
2454512.02099956 1.00938928 0.00613747
2454512.04183289 1.01218881 0.00469166
2454512.06266622 1.01338393 0.00642662
2454512.08349956 1.01618246 0.00717867
2454512.10433289 1.01461588 0.00554411
2454512.12516623 1.01119810 0.00527124
2454512.14599956 1.01001191 0.00555650
2454512.16683289 1.00663062 0.00437777
2454512.18766623 1.00153142 0.00479547
2454512.20849956 0.99897301 0.00938093
2454512.22933290 0.99160656 0.00495155
2454512.25016623 0.98851461 0.00475984
2454512.27099956 0.95806187 0.02484782
2454512.29183290 0.79042289 0.04213328
2454512.31266623 0.64387382 0.06359418
2454512.33349957 0.46136021 0.03925952
2454512.35433290 0.43573270 0.03040181
2454512.37516623 0.64730632 0.05971880
2454512.39599957 0.83670591 0.04584015
2454512.41683290 0.95618732 0.02280208
2454512.43766624 0.98780616 0.00512547
2454512.45849957 0.99323380 0.00415686
2454512.47933290 0.99768536 0.00517447
2454512.50016624 1.00124897 0.00592559
2454512.52099957 1.00703616 0.00592759
2454512.54183291 1.01241740 0.00473208
2454512.56266624 1.01528873 0.00544670
2454512.58349957 1.01510471 0.00472236
2454512.60433291 1.01496142 0.00447426
2454512.62516624 1.01373664 0.00395429
2454512.64599958 1.01372182 0.00564806
2454512.66683291 1.01153601 0.00528256
2454512.68766624 1.01015134 0.00597117
2454512.70849958 1.00874413 0.00458144
2454512.72933291 0.99886387 0.00583214
2454512.75016624 0.97967373 0.00564813
2454512.77099958 0.94476832 0.00606264
2454512.79183291 0.92847479 0.00492552
2454512.81266625 0.93489613 0.00727495
2454512.83349958 0.96140113 0.01008713
2454512.85433291 0.98324094 0.00798795
2454512.87516625 1.00147034 0.00608875
2454512.89599958 1.00420873 0.00475953
2454512.91683292 1.00538791 0.00499531
2454512.93766625 1.00660684 0.00517336
2454512.95849958 1.01022845 0.00479808
2454512.97933292 1.01089898 0.00637130
2454513.00016625 1.01252080 0.00501526
2454513.02099959 1.01154218 0.00538191
2454513.04183292 1.01140369 0.00481956
2454513.06266625 1.00740568 0.00477567
2454513.08349959 1.00349935 0.00581348
2454513.10433292 0.99928799 0.00550855
2454513.12516626 0.99576076 0.00521172
2454513.14599959 0.98931592 0.00414785
2454513.16683292 0.98350111 0.00882659
2454513.18766626 0.91576086 0.03800725
2454513.20849959 0.77783127 0.04491525
2454513.22933293 0.52789249 0.04161974
2454513.25016626 0.43187914 0.01909570
2454513.27099959 0.53748522 0.05921752
2454513.29183293 0.75322279 0.07171193
2454513.31266626 0.89548340 0.04092747
2454513.33349960 0.97880939 0.01042939
2454513.35433293 0.98654285 0.00432961
2454513.37516626 0.99233960 0.00427324
2454513.39599960 0.99898948 0.00615808
2454513.41683293 1.00266388 0.00554364
2454513.43766627 1.01002224 0.00504829
2454513.45849960 1.01273286 0.00414501
2454513.47933293 1.01504334 0.00497217
2454513.50016627 1.01657381 0.00530598
2454513.52099960 1.01486639 0.00449673
2454513.54183294 1.01585544 0.00396244
2454513.56266627 1.01350847 0.00498942
2454513.58349960 1.01220507 0.00536343
2454513.60433294 1.00906134 0.00512989
2454513.62516627 1.00591159 0.00605179
2454513.64599960 0.98956787 0.00963907
2454513.66683294 0.96326484 0.00922689
2454513.68766627 0.93747105 0.00781145
2454513.70849961 0.92697007 0.00536851
2454513.72933294 0.94149871 0.00948040
2454513.75016627 0.96342443 0.00739602
2454513.77099961 0.99351146 0.00722527
2454513.79183294 1.00247345 0.00524962
2454513.81266628 1.00441847 0.00536180
2454513.83349961 1.00710311 0.00512848
2454513.85433294 1.00839464 0.00587904
2454513.87516628 1.01047513 0.00525549
2454513.89599961 1.01165050 0.00532430
2454513.91683295 1.01227976 0.00590344
2454513.93766628 1.01070702 0.00582860
2454513.95849961 1.00868817 0.00642710
2454513.97933295 1.00704838 0.00491019
2454514.00016628 1.00205811 0.00562195
2454514.02099962 0.99659273 0.00521204
2454514.04183295 0.99244218 0.00478732
2454514.06266628 0.98911706 0.00594446
2454514.08349962 0.96175521 0.01673809
2454514.10433295 0.85620932 0.04580851
2454514.12516629 0.67281786 0.05775911
2454514.14599962 0.49836345 0.04752013
2454514.16683295 0.44582355 0.02924320
2454514.18766629 0.61432027 0.05821055
2454514.20849962 0.79883960 0.04620100
2454514.22933296 0.96382115 0.01380845
2454514.25016629 0.98688406 0.00581569
2454514.27099962 0.99148887 0.00567546
2454514.29183296 0.99420670 0.00523514
2454514.31266629 1.00115982 0.00584092
2454514.33349963 1.00702612 0.00559776
2454514.35433296 1.01045746 0.00492720
2454514.37516629 1.01433440 0.00500863
2454514.39599963 1.01607820 0.00544117
2454514.41683296 1.01634491 0.00441593
2454514.43766630 1.01434523 0.00603371
2454514.45849963 1.01578076 0.00588409
2454514.47933296 1.01453869 0.00672100
2454514.50016630 1.01027688 0.00557021
2454514.52099963 1.00957387 0.00551449
2454514.54183296 1.00221598 0.00865111
2454514.56266630 0.97976017 0.01208003
2454514.58349963 0.95119322 0.00974104
2454514.60433297 0.92957302 0.00438834
2454514.62516630 0.93549565 0.00617256
2454514.64599963 0.95145504 0.01058416
2454514.66683297 0.98075014 0.01146715
2454514.68766630 0.99776124 0.00727395
2454514.70849964 1.00609426 0.00605705
2454514.72933297 1.00809960 0.00505529
2454514.75016630 1.00993907 0.00597418
2454514.77099964 1.01071010 0.00649852
2454514.79183297 1.01221824 0.00502419
2454514.81266631 1.01288222 0.00557615
2454514.83349964 1.01330467 0.00437077
2454514.85433297 1.01123500 0.00467894
2454514.87516631 1.00823776 0.00472990
2454514.89599964 1.00483027 0.00484622
2454514.91683298 0.99990603 0.00417671
2454514.93766631 0.99416827 0.00562919
2454514.95849964 0.99115351 0.00553714
2454514.97933298 0.98657065 0.00604608
2454515.00016631 0.93155787 0.03250034
2454515.02099965 0.78113650 0.05148293
2454515.04183298 0.58225058 0.05606781
2454515.06266631 0.44527543 0.03937717
2454515.08349965 0.51720202 0.05262511
2454515.10433298 0.70299341 0.05767910
2454515.12516632 0.88003933 0.04580979
2454515.14599965 0.97584731 0.01637528
2454515.16683298 0.98955792 0.00514287
2454515.18766632 0.99321440 0.00503376
2454515.20849965 0.99806657 0.00468322
2454515.22933299 1.00189164 0.00448093
2454515.25016632 1.00808235 0.00482478
2454515.27099965 1.01330740 0.00558877
2454515.29183299 1.01369983 0.00556753
2454515.31266632 1.01463046 0.00499971
2454515.33349966 1.01603824 0.00519343
